model,model_key,violation_type,expected_violation,detected_violation,violation_match,status,failure_reason,language,item_id,response_length
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,CSHARP,44,11183
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,45,3458
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,46,4334
qwen2.5-coder32b,srp--qwen2.5-coder32b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,47,4229
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,0,1217
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,JAVA,1,508
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,JAVA,2,451
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,3,423
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,JAVA,4,1897
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,5,133
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,6,1265
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,7,1172
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,8,1547
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,9,1174
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,10,1428
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,11,1752
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,12,273
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,13,157
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,14,492
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,NONE,False,FAIL,WRONG_VIOLATION,PYTHON,15,444
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,16,834
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,17,181
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,18,1135
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,19,190
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,20,991
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,21,25
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,22,159
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,23,146
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,24,683
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,KOTLIN,25,456
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,26,1360
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,KOTLIN,27,270
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,NONE,False,FAIL,WRONG_VIOLATION,KOTLIN,28,475
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,29,1076
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,30,932
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,31,1154
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,32,2281
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,33,2353
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,34,1017
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,35,12265
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,CSHARP,36,634
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,CSHARP,37,477
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,CSHARP,38,1238
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,True,FAIL,EXTRACTION_FAILED,CSHARP,39,432
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,40,302
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,41,752
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,42,1055
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,43,1136
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,44,1123
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,45,1022
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,46,30917
codellama70b,srp--codellama70b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,47,3066
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,0,353
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,1,670
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,2,379
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,3,345
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,4,699
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,5,682
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,6,712
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,JAVA,7,364
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,8,3534
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,9,3442
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,10,791
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,JAVA,11,1384
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,12,861
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,NONE,False,FAIL,WRONG_VIOLATION,PYTHON,13,311
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,14,526
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,15,347
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,16,429
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,17,456
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,18,654
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,PYTHON,19,712
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,20,4254
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,21,2537
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,22,2968
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,PYTHON,23,2289
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,24,278
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,25,964
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,26,573
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,27,358
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,28,781
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,29,1045
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,30,711
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,KOTLIN,31,847
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,32,1554
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,33,604
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,34,1207
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,35,2393
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,36,355
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,37,1387
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,38,343
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,39,355
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,40,694
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,41,1039
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,42,743
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,SRP,True,PASS,,CSHARP,43,829
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,44,1272
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,45,2823
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,46,2429
deepseek33b,srp--deepseek33b-temp0-latest--example,SRP,SRP,,False,FAIL,EXTRACTION_FAILED,CSHARP,47,1053
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,0,184
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,1,153
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,2,156
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,3,165
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,4,157
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,5,181
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,6,209
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,7,192
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,8,244
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,9,260
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,10,238
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,JAVA,11,267
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,12,182
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,13,151
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,14,154
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,15,163
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,16,196
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,17,234
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,18,177
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,19,203
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,20,242
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,21,235
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,22,339
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,PYTHON,23,244
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,24,182
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,25,157
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,26,164
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,27,165
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,28,196
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,29,325
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,30,270
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,31,216
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,32,232
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,33,228
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,34,263
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,KOTLIN,35,258
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,36,182
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,37,153
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,38,156
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,39,165
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,40,174
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,41,308
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,42,278
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,43,222
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,44,244
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,45,273
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,46,242
gpt-4o-mini,srp--gpt-4o-mini--example,SRP,SRP,SRP,True,PASS,,CSHARP,47,254
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,JAVA,0,1632
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,1,580
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,JAVA,2,1499
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,3,998
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,4,912
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,5,809
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,SRP,False,FAIL,WRONG_VIOLATION,JAVA,6,340
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,7,975
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,8,3553
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,9,1219
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,10,921
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,11,1117
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,12,168
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,13,733
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,14,900
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,15,168
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,16,168
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,17,157
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,18,168
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,19,168
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,20,1324
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,21,7813
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,22,747
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,23,178
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,24,1334
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,KOTLIN,25,851
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,KOTLIN,26,625
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,27,1458
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,28,1372
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,29,1137
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,30,297
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,31,612
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,32,453
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,33,4283
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,34,1170
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,KOTLIN,35,166
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,CSHARP,36,1336
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,CSHARP,37,512
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,True,FAIL,EXTRACTION_FAILED,CSHARP,38,1029
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,39,960
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,40,866
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,SRP,False,FAIL,WRONG_VIOLATION,CSHARP,41,356
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,42,1138
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,43,1025
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,44,653
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,45,1773
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,46,854
codellama70b,ocp--codellama70b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,CSHARP,47,726
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,0,1022
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,1,397
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,2,306
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,3,375
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,4,433
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,5,396
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,6,290
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,JAVA,7,389
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,8,3617
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,9,3226
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,10,3952
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,JAVA,11,4342
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,12,290
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,13,370
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,14,280
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,15,382
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,16,407
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,17,277
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,18,350
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,19,277
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,20,4172
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,21,3463
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,,False,FAIL,EXTRACTION_FAILED,PYTHON,22,3996
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,PYTHON,23,538
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,24,248
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,25,237
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,26,242
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,27,253
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,28,351
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,29,546
qwen2.5-coder32b,ocp--qwen2.5-coder32b-temp0-latest--example,OCP,OCP,OCP,True,PASS,,KOTLIN,30,548
